Date,Month,Day,Year,Income,Electricity,Gas,Internet,Water,Food,Groceries,Rent,Transportation,Healthcare,Shopping,Entertainment,Dining Out,Subscription Services,Clothing,Electronics,Zakat,Investment,Emergency Fund,Retirement,Education,Travel,Gifts,Home Maintenance,Others,Total_Expenses,Savings_Rate
2023-08-21,8,21,2023,3134.76,65.76,53.32,63.79,34.81,322.03,256.47,643.63,149.78,93.87,201.38,112.9,135.55,28.46,109.99,57.47,218.63,254.17,231.99,373.6,145.76,302.86,45.26,119.0,105.1,4125.58,-0.316075233829703
2023-09-12,9,12,2023,2946.24,75.52,49.99,61.61,37.88,360.82,252.35,823.65,163.37,89.14,200.71,81.76,171.78,26.93,98.87,47.66,172.01,351.74,228.6,408.46,174.84,328.88,48.39,92.87,96.65,4444.48,-0.5085261214293472
2023-06-13,6,13,2023,2725.51,66.49,47.46,60.05,46.43,348.7,336.52,954.05,177.24,82.76,197.21,91.29,170.69,27.93,102.12,40.16,176.05,307.66,184.31,419.63,147.84,311.0,49.87,110.9,87.82,4544.179999999999,-0.6672769500020176
2023-10-07,10,7,2023,3312.58,71.84,40.13,57.84,35.73,375.43,340.75,920.7,177.06,80.06,212.58,113.96,163.63,25.25,101.19,44.76,199.36,247.19,239.76,433.86,125.58,350.55,57.95,100.79,108.03,4623.98,-0.39588477863176125
2023-07-10,7,10,2023,2950.15,87.93,51.62,60.13,42.2,383.1,311.03,659.93,159.75,85.23,183.33,114.04,175.56,28.72,113.28,46.53,196.22,268.03,235.48,341.78,166.21,253.08,42.11,97.98,92.56,4195.830000000001,-0.422242936799824
2023-03-03,3,3,2023,3043.11,94.87,44.15,55.4,36.24,339.19,258.91,859.54,169.58,107.88,163.23,113.44,139.67,25.09,89.93,47.11,201.08,321.26,180.81,478.51,121.86,288.53,49.04,109.92,89.99,4385.23,-0.4410356510280599
2023-08-25,8,25,2023,2522.29,89.4,42.43,49.48,44.5,355.57,263.78,768.19,161.18,117.5,166.72,103.44,175.05,24.9,119.89,43.96,211.68,337.12,167.36,455.56,168.53,254.7,58.85,82.03,116.97,4378.790000000001,-0.7360374897414654
2023-08-10,8,10,2023,3386.02,76.64,40.59,64.4,34.76,354.35,262.46,729.55,173.01,81.39,209.53,89.83,137.71,28.94,102.03,41.22,182.38,256.47,175.96,461.54,151.55,315.69,56.04,111.79,119.58,4257.410000000001,-0.2573493363890351
2023-07-03,7,3,2023,2975.62,89.01,46.88,61.58,37.15,363.27,243.13,831.08,121.76,112.43,182.47,112.35,148.3,28.29,103.36,44.66,172.77,269.74,179.29,405.39,167.47,328.45,55.28,117.91,103.03,4325.049999999998,-0.45349540599942145
2023-07-18,7,18,2023,2825.77,90.86,56.9,52.23,41.48,448.99,323.72,932.47,121.69,108.02,235.8,102.54,153.79,26.26,119.52,57.63,199.38,277.09,199.23,334.44,133.96,266.26,50.53,80.03,116.72,4529.540000000001,-0.6029400835878366
2023-04-14,4,14,2023,3367.73,74.9,43.55,67.26,45.89,329.53,257.73,865.5,128.5,84.44,202.1,94.6,124.35,32.45,106.49,51.72,186.92,278.71,238.07,437.18,146.21,316.71,49.74,92.69,108.29,4363.529999999999,-0.29568878740279025
2023-10-15,10,15,2023,3232.27,93.72,55.74,53.36,41.42,348.06,276.82,860.32,127.64,109.15,235.9,117.95,143.5,35.93,118.61,40.65,208.19,350.52,237.4,355.34,153.93,352.4,42.81,109.81,89.52,4558.690000000001,-0.41036794574710694
2023-06-13,6,13,2023,2601.46,92.33,41.77,65.02,42.23,461.86,293.6,724.87,134.97,82.71,180.53,84.32,120.08,28.63,109.3,59.38,230.76,299.17,190.3,407.36,126.09,297.54,57.28,106.04,107.49,4343.630000000001,-0.6696893283002625
2023-03-25,3,25,2023,2941.54,89.57,40.67,48.48,36.18,336.76,281.02,924.14,129.65,83.0,235.35,119.12,140.28,35.82,115.73,54.09,194.51,318.44,208.59,389.47,123.21,279.73,59.49,96.37,102.16,4441.830000000001,-0.5100355596048332
2023-10-04,10,4,2023,2718.32,73.01,44.75,49.19,41.15,454.38,258.43,755.47,145.66,91.78,212.96,104.01,131.98,24.31,86.83,45.84,166.55,341.25,184.67,383.59,149.35,319.32,41.82,101.77,87.4,4295.470000000001,-0.5801929132699611
2023-07-15,7,15,2023,2843.28,78.26,45.27,59.16,35.62,362.97,247.4,880.72,160.05,83.43,187.5,101.66,178.24,31.08,102.14,56.82,225.47,290.24,202.84,458.7,148.49,345.8,49.53,83.16,116.11,4530.659999999999,-0.5934624799527302
2023-01-18,1,18,2023,3002.52,92.81,56.01,64.26,41.92,339.25,330.86,695.32,179.06,118.89,224.68,85.05,145.4,35.86,97.42,59.95,210.18,340.09,180.63,465.73,174.85,248.04,47.76,95.89,93.05,4422.960000000001,-0.4730826106070904
2023-05-22,5,22,2023,3023.63,93.35,40.25,64.81,41.4,445.07,253.5,687.89,154.0,103.31,237.19,84.01,126.34,33.35,111.43,57.35,230.41,345.35,181.13,424.77,154.32,296.77,43.44,96.12,104.73,4410.289999999999,-0.4586077000162053
2023-12-15,12,15,2023,3232.39,65.24,57.79,55.96,35.8,439.32,350.5,927.05,121.21,112.7,184.24,91.21,149.5,32.35,83.93,57.38,170.75,356.91,195.45,452.13,136.17,290.01,52.91,87.52,88.46,4594.49,-0.42139098314250445
2023-07-28,7,28,2023,3289.13,88.3,57.34,67.7,40.24,345.44,277.33,802.17,128.14,114.05,230.35,81.16,131.57,34.0,113.48,44.99,196.52,350.16,216.37,363.84,169.41,300.62,52.71,84.95,81.22,4372.0599999999995,-0.3292451195300883
2023-07-10,7,10,2023,2986.54,78.28,59.21,59.39,40.82,375.08,340.52,722.77,169.85,83.62,162.2,81.99,171.23,33.36,88.57,44.43,178.01,264.81,212.13,402.12,171.88,356.06,53.64,98.96,85.29,4334.22,-0.45125128074628174
2023-03-30,3,30,2023,3121.37,64.27,45.05,67.32,36.89,474.72,317.13,775.62,142.59,93.95,180.16,98.67,160.63,33.89,95.89,42.05,200.92,319.48,227.46,379.88,158.84,313.09,45.97,84.32,82.55,4441.34,-0.42288161928896617
2023-05-22,5,22,2023,3168.71,91.57,45.22,65.07,46.28,367.81,257.99,884.95,173.98,112.22,224.19,104.0,159.63,32.17,108.85,53.11,239.8,271.13,193.49,382.12,122.12,324.97,51.44,87.6,109.06,4508.770000000001,-0.42290395776199186
2023-04-24,4,24,2023,3223.58,84.43,49.51,70.58,37.74,368.03,260.4,850.44,153.49,91.75,197.66,109.64,163.51,30.71,116.5,58.94,231.97,318.53,177.78,355.73,172.29,290.46,57.74,94.87,103.42,4446.12,-0.37924915776869195
2023-08-26,8,26,2023,3421.46,79.06,57.33,62.01,47.11,331.39,346.73,800.15,172.05,95.27,183.87,82.16,171.25,25.65,88.01,48.18,205.55,348.79,196.61,370.62,162.94,333.47,49.75,105.24,87.07,4450.259999999999,-0.3006903485646476
2023-11-21,11,21,2023,2469.62,78.47,44.19,66.57,41.22,345.35,334.23,889.52,127.76,97.35,194.35,97.16,148.64,24.06,101.35,54.61,236.01,347.04,220.55,404.97,121.07,240.49,54.67,89.05,115.08,4473.76,-0.8115175614062085
2023-06-09,6,9,2023,2554.72,76.27,51.77,52.01,45.18,367.71,274.9,872.91,155.78,93.51,231.04,119.82,140.56,34.82,94.37,43.77,235.85,350.18,192.27,356.55,163.63,255.74,54.68,103.59,86.76,4453.670000000001,-0.7433104214943326
2023-07-07,7,7,2023,3253.33,89.35,47.5,63.37,44.34,419.7,311.27,655.35,126.49,113.44,163.86,84.63,146.66,25.48,90.11,54.04,176.44,322.29,160.74,387.34,126.06,302.44,52.46,108.03,96.75,4168.140000000001,-0.2811918864670972
2023-02-23,2,23,2023,3013.9,83.77,45.65,66.83,39.96,417.44,333.36,906.08,178.39,94.32,192.78,86.41,152.89,34.92,107.53,49.61,178.76,241.53,167.12,337.67,154.45,299.29,58.99,111.18,83.0,4421.930000000001,-0.46717873851156344
2023-02-21,2,21,2023,3485.74,84.62,49.14,71.45,36.23,328.01,337.58,919.72,171.13,94.41,214.14,97.04,126.95,34.21,115.61,40.19,171.07,317.66,186.29,463.12,177.31,272.2,54.66,94.9,93.71,4551.349999999999,-0.3057055316805039
2023-02-28,2,28,2023,2880.93,94.79,45.44,57.26,45.61,447.98,317.86,895.01,126.78,107.85,164.69,117.7,129.56,28.99,103.63,56.05,214.27,261.75,190.38,377.38,121.73,322.14,56.77,118.94,85.23,4487.79,-0.5577573908425405
2023-09-07,9,7,2023,2535.52,77.16,40.92,54.28,37.03,432.73,321.35,885.61,154.6,102.6,238.23,106.79,140.3,30.28,108.02,41.9,212.94,269.83,187.66,428.21,143.09,340.68,51.17,119.51,82.18,4607.070000000001,-0.8170118949958985
2023-11-26,11,26,2023,3521.25,80.18,49.39,59.9,34.65,440.23,278.48,745.89,136.69,100.28,204.04,95.15,169.03,24.95,97.77,51.46,167.04,299.81,185.28,476.91,164.71,242.13,48.07,81.43,101.96,4335.43,-0.2312190273340434
2023-02-16,2,16,2023,3350.14,94.82,52.75,69.36,41.0,424.74,294.74,749.07,169.52,112.66,227.55,93.28,166.04,31.2,108.67,47.27,196.2,251.69,212.71,320.35,141.31,316.04,56.0,101.91,94.96,4373.84,-0.3055693194911258
2023-02-24,2,24,2023,2454.93,69.25,42.81,65.2,43.54,337.11,313.3,700.01,175.81,95.72,196.56,111.26,163.01,25.29,96.58,58.53,227.0,310.66,221.77,392.08,159.51,354.74,42.69,99.95,101.21,4403.589999999999,-0.7937741605666963
2023-01-25,1,25,2023,3063.87,77.85,51.7,70.18,44.5,465.63,323.02,695.57,168.91,84.14,212.6,104.25,139.31,34.58,96.75,52.18,215.4,269.79,191.83,374.86,137.65,336.58,42.76,104.1,115.46,4409.600000000001,-0.43922555460904067
2023-09-20,9,20,2023,2758.7,86.45,57.21,65.08,46.97,421.21,264.11,839.73,137.43,93.81,213.79,119.25,159.01,35.5,100.16,53.89,185.79,253.85,188.18,396.86,154.24,320.06,48.35,109.91,113.66,4464.5,-0.6183347228767174
2023-05-27,5,27,2023,3452.97,77.52,40.26,50.56,38.09,328.49,246.79,725.43,167.13,119.34,214.67,85.86,123.72,33.41,88.16,50.82,188.69,294.31,209.29,428.08,153.71,266.92,52.94,95.56,100.44,4180.19,-0.21060710055401577
2023-12-23,12,23,2023,2745.17,85.26,58.53,57.3,47.31,476.13,277.52,816.68,120.78,90.05,209.64,111.24,172.21,33.96,116.46,54.09,211.81,330.61,203.73,416.54,166.57,355.71,45.88,87.1,107.31,4652.420000000001,-0.6947657157844508
2023-04-06,4,6,2023,3554.97,87.52,42.39,48.98,36.47,362.28,259.31,910.72,120.34,98.65,235.0,81.6,175.72,31.16,110.95,52.51,227.45,276.14,223.19,408.03,124.37,324.92,50.51,118.28,100.82,4507.309999999999,-0.26788974309206515
2023-09-16,9,16,2023,2591.24,81.38,48.07,56.39,46.13,426.13,279.73,733.94,177.02,104.73,197.99,102.45,165.13,31.79,84.59,46.92,179.23,317.07,233.49,359.01,122.39,346.28,47.63,111.85,84.53,4383.870000000001,-0.6918039239900593
2023-05-12,5,12,2023,3048.28,73.05,58.23,67.73,38.0,448.45,293.47,654.03,173.9,87.7,201.11,117.93,130.04,35.48,101.52,40.15,165.24,320.44,221.89,458.39,145.45,252.47,50.76,108.11,119.05,4362.589999999999,-0.4311644599577463
2023-08-11,8,11,2023,3175.87,94.07,54.94,51.69,39.35,373.07,250.5,657.37,167.65,102.32,206.0,89.11,135.52,28.66,105.21,48.66,161.35,320.8,202.79,422.63,157.1,330.72,51.71,108.04,82.9,4242.16,-0.3357473700119967
2023-09-15,9,15,2023,2527.36,89.18,46.03,50.08,44.24,390.03,287.41,851.43,148.44,101.34,170.91,95.64,167.85,30.55,118.41,42.88,214.18,349.7,223.6,436.69,142.39,353.94,51.07,102.2,84.93,4593.119999999999,-0.8173588250189917
2023-01-03,1,3,2023,3087.26,76.61,50.95,50.04,35.36,438.63,327.11,707.76,174.34,114.06,171.4,87.36,157.01,27.03,84.58,53.42,205.38,246.53,220.08,478.41,152.93,317.36,41.46,106.87,90.03,4414.71,-0.4299767431314498
2023-04-12,4,12,2023,3270.71,79.59,46.62,51.08,42.49,336.01,314.34,928.04,139.07,98.03,209.31,92.23,155.05,30.79,94.58,46.33,194.26,240.58,179.69,355.44,164.39,292.33,56.8,85.37,109.32,4341.739999999999,-0.3274610099947714
2023-09-03,9,3,2023,2955.42,75.48,46.11,61.24,34.81,417.06,341.02,914.79,128.4,101.54,181.06,115.45,124.59,24.9,80.75,50.14,162.5,309.83,192.41,414.41,174.38,306.19,50.87,119.95,98.88,4526.759999999999,-0.531680776336358
2023-03-18,3,18,2023,2838.98,71.15,55.44,65.6,36.66,394.35,301.25,766.97,150.13,106.51,227.84,112.26,156.84,25.99,100.57,48.92,174.33,353.85,212.75,474.84,164.16,298.02,47.18,88.75,99.51,4533.870000000001,-0.5970066714101546
2023-02-02,2,2,2023,2717.23,71.49,53.37,60.43,44.66,382.09,350.15,922.1,122.39,105.94,168.26,118.74,158.01,27.28,109.68,51.57,205.61,285.2,190.28,414.03,173.89,249.34,45.03,118.91,88.92,4517.37,-0.6624908454565862
2023-07-27,7,27,2023,2823.48,91.77,49.74,59.57,41.67,400.29,256.68,692.99,124.63,105.74,176.92,87.48,141.73,32.61,84.73,44.61,224.89,326.43,198.52,396.61,132.64,259.35,56.67,80.9,81.73,4148.9,-0.4694277983198038
2023-10-21,10,21,2023,3110.82,68.31,50.25,69.38,34.35,346.61,350.69,805.33,144.33,118.77,211.01,115.14,163.68,33.86,117.89,44.33,208.52,296.57,198.53,355.1,144.65,257.13,51.65,110.7,104.93,4401.709999999999,-0.414967757697327
2023-09-19,9,19,2023,2717.42,87.17,46.85,58.88,41.45,356.77,286.26,674.74,132.14,114.38,200.35,96.79,128.97,25.16,99.03,52.29,163.12,334.06,200.27,338.8,148.93,255.64,52.07,113.1,115.88,4123.099999999999,-0.5172847774727497
2023-12-14,12,14,2023,3179.08,80.71,47.41,49.04,40.48,356.72,336.28,892.66,142.87,103.56,219.31,110.46,161.8,25.17,85.36,49.54,178.6,343.09,182.66,460.28,144.52,262.68,54.18,111.58,103.12,4542.08,-0.4287403903015967
2023-03-02,3,2,2023,3023.71,76.0,44.11,67.3,38.54,337.05,291.13,827.32,135.68,101.44,205.17,104.48,179.51,28.77,88.15,51.04,204.61,261.45,204.73,397.4,179.31,309.32,55.48,95.93,85.52,4369.4400000000005,-0.4450592153348041
2023-12-04,12,4,2023,2542.9,71.35,55.66,70.78,33.6,401.33,334.33,896.27,156.84,107.38,164.16,95.56,158.15,33.65,112.93,49.43,208.02,250.58,181.05,379.33,156.54,326.94,58.61,96.03,106.25,4504.769999999999,-0.7715089071532496
2023-05-27,5,27,2023,3253.93,83.12,58.91,67.69,42.24,390.24,264.2,850.2,168.23,91.44,162.69,103.98,150.95,26.78,86.78,40.72,179.14,240.03,172.6,479.49,166.78,282.38,47.9,103.44,100.71,4360.639999999999,-0.34011487647245014
2023-12-27,12,27,2023,2482.34,66.89,45.69,67.91,46.64,375.7,355.59,728.48,156.38,87.78,234.38,103.0,135.67,28.89,84.26,41.45,183.54,353.64,224.24,473.07,172.57,337.58,51.5,107.77,118.64,4581.26,-0.845540900924128
2023-10-16,10,16,2023,2980.36,71.78,46.79,66.61,42.91,463.44,343.44,794.23,135.47,95.31,223.09,88.82,162.07,33.6,96.5,47.06,202.85,324.1,181.07,365.97,143.94,329.85,46.84,102.18,87.14,4495.060000000001,-0.5082271940302517
2023-06-10,6,10,2023,2824.25,92.62,45.38,70.73,42.93,465.59,299.88,703.89,164.13,114.91,176.54,88.11,134.98,31.42,86.24,42.13,233.62,321.1,213.07,418.21,165.85,304.98,40.85,99.29,104.83,4461.280000000001,-0.5796335310259363
2023-09-10,9,10,2023,3477.75,92.19,51.49,54.59,34.93,442.28,301.34,767.32,165.01,85.13,202.06,96.93,176.38,24.39,93.89,57.21,222.07,294.86,169.63,402.91,138.94,241.01,53.48,95.18,84.03,4347.249999999999,-0.25001797138954757
2023-07-05,7,5,2023,3135.33,72.31,50.97,53.69,39.54,418.09,283.91,799.61,132.63,108.03,189.78,114.17,136.78,26.16,85.25,51.52,178.29,251.98,181.6,357.73,145.93,285.71,42.92,118.37,85.98,4210.95,-0.3430643664303279
2023-01-05,1,5,2023,2611.93,79.99,59.91,68.39,40.27,435.29,334.24,736.01,153.73,102.71,191.87,107.62,123.6,33.77,99.06,52.6,195.99,280.16,188.88,409.66,175.91,270.93,40.4,84.85,114.69,4380.529999999999,-0.6771238126596039
2023-11-07,11,7,2023,2638.75,82.43,52.98,52.19,44.48,376.82,320.78,796.0,164.19,115.59,190.49,91.46,157.9,25.74,86.7,56.15,186.99,315.75,205.73,455.82,124.28,259.44,44.56,92.68,91.65,4390.8,-0.6639696826148745
2023-05-17,5,17,2023,3126.46,76.65,57.75,66.74,47.02,439.66,302.51,784.09,130.04,114.17,170.0,89.39,135.1,32.93,109.99,44.21,191.76,251.47,234.94,395.71,123.23,332.51,50.48,119.84,84.16,4384.3499999999985,-0.40233682823384864
2023-11-13,11,13,2023,2586.33,84.95,57.71,55.42,35.96,365.47,315.18,682.01,170.31,81.14,213.08,114.41,139.51,29.71,119.0,50.81,181.79,293.38,237.56,431.62,130.62,311.71,52.62,105.43,102.56,4361.96,-0.6865442538268512
2023-09-26,9,26,2023,3167.74,81.08,58.18,59.56,35.63,334.33,276.94,771.91,129.34,80.42,201.87,110.33,128.18,27.44,101.4,53.76,199.35,330.66,183.97,442.54,167.88,311.64,55.94,101.93,87.54,4331.82,-0.36747965426455453
2023-10-15,10,15,2023,2924.53,72.0,54.3,63.5,45.25,355.29,249.51,840.1,151.0,112.0,209.06,107.76,136.31,31.78,101.28,45.38,175.04,248.22,170.93,337.66,147.32,294.33,54.01,99.68,92.83,4194.540000000001,-0.434261231719285
2023-03-19,3,19,2023,2459.56,81.12,43.72,50.45,36.31,434.43,327.25,714.5,129.04,99.74,187.35,92.46,167.97,35.98,98.55,55.83,186.42,341.23,236.13,328.97,166.54,248.57,49.4,87.69,113.66,4313.3099999999995,-0.7536917172177136
2023-07-15,7,15,2023,3393.9,67.9,55.36,53.98,44.34,390.87,328.51,650.72,147.65,110.84,201.69,119.28,148.37,32.18,92.48,46.46,210.33,245.06,234.99,403.35,135.2,316.62,43.97,115.5,114.55,4310.2,-0.26998438374731126
2023-04-22,4,22,2023,3567.93,71.55,48.68,48.36,44.71,413.55,287.5,717.79,178.13,103.24,215.26,107.54,129.3,33.25,89.95,50.0,214.88,280.61,237.57,441.53,123.6,282.66,43.08,101.45,84.3,4348.490000000001,-0.218771108177571
2023-09-07,9,7,2023,2679.21,95.41,55.77,66.16,44.89,390.2,263.16,860.56,141.49,85.39,231.89,99.41,146.25,27.54,107.88,43.8,174.93,281.72,218.59,364.05,169.88,349.74,51.09,82.76,86.2,4438.76,-0.6567420993501817
2023-06-01,6,1,2023,3383.3,81.33,49.08,66.62,40.1,437.39,345.95,838.32,141.84,104.81,185.66,82.53,178.03,33.83,87.59,53.66,221.26,258.5,182.65,385.57,139.32,251.55,53.18,81.75,117.51,4418.030000000001,-0.3058345402417759
2023-04-02,4,2,2023,3448.19,70.47,49.71,50.37,41.14,453.81,318.95,808.26,162.08,90.24,189.31,104.24,124.25,35.16,88.35,49.83,231.18,249.59,224.08,329.71,153.48,352.59,48.32,94.76,108.34,4428.219999999999,-0.2842157769728464
2023-11-12,11,12,2023,2718.98,65.3,41.41,55.29,47.11,473.69,251.65,872.06,151.9,87.58,202.1,89.95,157.52,26.15,109.97,48.3,168.44,316.63,188.64,393.4,159.91,345.94,43.34,87.22,96.06,4479.56,-0.647514876902368
2023-06-22,6,22,2023,3189.04,81.08,52.0,70.4,46.44,408.01,359.62,910.35,144.74,105.33,226.09,92.94,134.44,30.55,95.0,51.0,219.57,283.2,196.19,473.57,120.01,244.16,45.69,80.65,85.4,4556.429999999999,-0.4287779394425907
2023-06-04,6,4,2023,2407.88,95.5,44.3,55.56,44.34,470.94,338.68,934.12,150.68,102.83,205.73,83.77,147.62,25.87,90.6,57.79,179.99,270.75,184.02,411.28,154.14,266.09,41.54,92.99,99.3,4548.429999999999,-0.8889770254331608
2023-09-07,9,7,2023,3390.85,86.07,51.52,69.78,41.52,368.06,327.69,824.41,124.71,82.24,221.67,93.92,169.03,29.0,114.71,57.4,178.14,318.33,208.18,321.83,166.65,285.9,46.1,81.65,101.6,4370.110000000001,-0.2887948449503814
2023-03-18,3,18,2023,2792.2,86.33,43.06,64.17,47.96,475.37,330.34,824.08,125.4,97.28,222.91,85.92,140.17,29.71,109.81,50.96,181.0,287.82,194.76,431.66,165.72,297.71,43.96,95.81,102.85,4534.76,-0.6240813695294035
2023-10-15,10,15,2023,3139.2,87.54,44.92,49.72,44.43,371.75,350.9,668.67,160.3,96.94,187.86,92.83,155.63,24.29,92.19,59.75,209.3,358.82,195.38,343.33,122.69,338.18,43.99,94.95,110.31,4304.67,-0.37126337920489305
2023-02-13,2,13,2023,2534.85,65.75,58.98,70.24,45.9,451.22,241.65,862.01,126.68,98.0,161.82,88.36,152.28,26.45,100.93,45.17,198.64,327.59,171.31,431.8,121.1,309.96,53.27,81.74,86.81,4377.660000000001,-0.7269897627078529
2023-05-26,5,26,2023,2640.84,86.29,45.43,59.16,47.12,330.66,319.24,852.15,174.77,94.41,168.63,91.7,173.0,28.64,119.19,50.17,216.78,348.46,198.77,415.54,125.28,263.87,59.34,102.43,108.5,4479.530000000001,-0.6962519501370777
2023-01-21,1,21,2023,2696.87,80.94,46.67,57.44,34.51,375.48,282.23,840.07,134.17,119.13,200.1,112.48,157.55,34.54,115.62,56.3,162.36,306.59,182.42,344.27,173.83,318.83,41.76,95.29,118.42,4391.000000000001,-0.6281837834230056
2023-11-10,11,10,2023,3447.24,85.97,48.35,61.75,38.82,369.98,312.64,783.73,127.91,106.1,206.48,107.36,132.14,25.66,107.54,57.97,232.77,291.61,232.72,443.21,159.37,307.78,43.16,82.71,101.32,4467.049999999999,-0.29583376846404646
2023-03-02,3,2,2023,2620.96,90.86,42.91,48.71,37.1,475.66,355.34,737.07,164.74,112.87,210.95,109.53,129.12,26.26,85.26,40.52,238.88,314.03,208.45,417.98,155.78,267.71,40.52,83.18,111.19,4504.620000000001,-0.7186908613637754
2023-03-10,3,10,2023,3002.79,83.35,54.24,56.98,45.63,398.63,256.5,701.84,121.93,110.58,161.2,90.79,144.78,32.91,119.53,55.16,165.29,351.25,238.85,458.74,149.4,278.99,49.15,89.87,96.19,4311.78,-0.43592459013117796
2023-01-22,1,22,2023,3129.52,90.38,54.4,57.46,47.03,411.51,304.34,845.25,162.25,81.54,168.75,98.28,172.67,34.53,89.83,50.76,238.71,244.71,190.99,442.43,177.76,262.78,48.79,115.38,110.95,4501.48,-0.4383931082082874
2023-05-27,5,27,2023,2953.62,77.52,52.26,49.31,40.27,342.76,339.59,784.54,163.36,84.53,222.3,117.51,161.77,25.62,96.54,49.02,174.31,310.84,217.01,352.31,147.28,270.01,53.83,116.29,111.86,4360.64,-0.4763713680161972
2023-03-05,3,5,2023,2509.43,86.6,52.68,50.05,43.32,436.3,357.02,835.86,129.59,102.01,163.51,86.84,140.11,34.46,114.51,43.24,171.57,332.3,164.1,369.29,163.81,355.32,45.78,87.23,115.94,4481.439999999999,-0.7858398122282746
2023-04-14,4,14,2023,2404.24,88.49,40.24,59.94,39.98,449.19,312.96,797.91,133.01,106.38,196.3,97.68,156.07,24.08,115.29,45.56,210.29,338.41,176.61,349.57,123.3,281.88,42.91,81.3,103.12,4370.47,-0.8178176887498755
2023-11-05,11,5,2023,2758.13,93.45,40.98,58.01,34.85,427.53,313.33,861.28,155.7,111.49,174.19,98.21,154.74,35.18,83.73,45.99,189.49,285.47,165.41,388.37,153.03,275.14,42.69,107.78,90.98,4387.019999999999,-0.5905776740037628
2023-09-27,9,27,2023,2896.51,70.72,44.18,49.4,41.14,476.7,303.47,668.05,163.44,104.19,223.05,108.27,145.62,34.17,90.39,51.5,209.86,351.25,209.14,399.42,163.75,299.73,56.16,115.35,89.31,4468.260000000001,-0.5426357927298717
2023-05-29,5,29,2023,3575.11,64.05,40.48,63.01,33.89,455.69,335.95,959.68,144.84,93.35,204.83,105.5,120.68,26.41,91.27,55.8,184.62,300.8,185.91,320.98,161.15,280.96,54.49,104.64,81.16,4470.139999999999,-0.25035033887069186
2023-03-31,3,31,2023,2632.82,90.68,58.45,59.5,39.59,325.69,256.29,689.72,147.64,114.61,231.67,98.5,168.85,35.13,82.24,50.42,205.2,321.38,204.41,322.99,154.64,279.81,58.32,111.83,82.65,4190.21,-0.5915292348128621
2023-03-18,3,18,2023,2736.55,65.0,59.67,63.04,45.48,411.36,286.75,830.46,171.88,110.06,216.42,92.58,121.9,28.97,99.88,44.75,196.15,354.09,177.29,368.37,126.73,334.19,55.56,116.53,97.75,4474.86,-0.6352195282381098
2023-01-13,1,13,2023,3358.83,92.96,43.08,56.16,39.74,459.82,277.24,744.75,166.17,83.93,238.58,100.65,179.56,26.46,81.46,47.75,229.18,253.9,184.88,327.04,170.89,344.63,46.67,115.57,84.12,4395.19,-0.30854791698299694
2023-12-04,12,4,2023,3294.67,64.72,55.17,63.33,35.36,352.09,274.39,810.33,166.37,106.84,181.81,86.3,126.87,35.5,102.39,42.05,203.4,305.92,181.68,470.92,168.24,308.89,43.43,92.46,115.69,4394.150000000001,-0.3337147574719169
2023-10-04,10,4,2023,2932.38,68.16,49.41,64.21,33.69,328.61,291.18,697.27,155.77,103.71,226.89,107.97,156.98,27.75,112.7,54.26,213.67,304.02,237.89,440.92,147.94,255.82,56.26,116.79,98.73,4350.599999999999,-0.4836412743232457
2023-08-22,8,22,2023,2772.47,84.62,55.33,59.29,47.16,343.0,347.48,722.58,141.81,87.33,233.38,93.21,171.65,27.9,99.5,41.31,169.03,297.44,227.66,365.16,140.92,308.96,50.16,96.23,108.57,4319.679999999999,-0.558061944764055
2023-02-24,2,24,2023,2791.04,84.78,55.85,60.79,38.41,386.15,314.5,815.34,178.43,95.35,187.26,112.56,155.46,33.41,97.41,55.75,203.56,268.34,213.01,332.46,175.85,308.9,49.73,103.69,98.52,4425.509999999999,-0.5856132481082318
2023-10-12,10,12,2023,2517.18,78.25,46.16,57.74,41.57,429.68,311.57,902.36,139.64,105.8,164.92,88.7,128.34,30.97,110.2,56.2,220.57,319.31,196.24,366.64,156.93,293.66,44.11,115.1,91.99,4496.649999999999,-0.7863839693625402
2023-12-14,12,14,2023,2765.46,94.19,48.69,71.58,37.51,334.29,240.97,955.65,144.25,85.1,183.53,94.77,152.93,24.64,108.13,56.42,188.74,343.35,229.25,357.64,162.13,287.31,46.36,95.31,95.26,4438.000000000001,-0.6047963087515281
